13-631 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280050000
13-679 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280170000
13-682 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290060000
13-683 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280180000
13-719 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280270000
13-731 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280300000
13-748 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300280000
13-743 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280330000
13-763 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280380000
13-758 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300290000
13-805 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240020000
13-818 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310390000
13-842 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320430000
13-852 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320440000
13-892 LEILANI AVENUE,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130330490000
13-736 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440360000
13-762 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440430000
13-727 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310760000
13-690 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440250000
13-700 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440270000
13-686 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440240000
13-672 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440200000
13-617 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290340000
13-612 KAHUKAI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130440020000
13-3310 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300040000
13-3332 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300090000
13-3344 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300120000
13-3382 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300220000
13-3396 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290140000
13-3404 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300270000
13-3379 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290140000
13-3339 MOHALA STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290220000
13-3307 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300640000
13-3313 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300630000
13-3331 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300590000
13-3377 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300480000
13-3403 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300410000
13-3407 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300400000
13-3415 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300380000
13-3431 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300340000
13-3455 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280620000
13-3461 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280600000
13-3473 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280570000
13-3488 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240090000
13-3480 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240070000
13-3472 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240050000
13-3456 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240010000
13-3444 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310370000
13-3432 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310340000
13-3424 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310320000
13-3414 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310300000
13-3412 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310290000
13-3394 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310250000
13-3392 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310240000
13-3374 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310200000
13-3372 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310190000
13-3366 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310180000
13-3354 KAUPILI STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310150000
13-3325 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310740000
13-3337 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310710000
13-3357 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310660000
13-3385 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310590000
13-3411 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310530000
13-3423 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310500000
13-3425 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310490000
13-3431 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310480000
13-3437 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310460000
13-3451 HOOKUPU STREET,"Newly Built Residence, No Tax Data Available"
13-3467 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310400000
13-3481 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240430000
13-3485 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240420000
13-3487 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240410000
13-3505 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130240370000
13-3502 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130230080000
13-3490 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130230050000
13-3482 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130230030000
13-3460 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320410000
13-3456 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320400000
13-3452 HOOKUPU STREET,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320390000
